node1,node2,distance
255,2569,1755.2467745482738
1767,2266,3634.973722800114
548,1743,7429.907909035929
513,756,2713.2378426382875
1627,322,1931.157362540132
1576,2105,961.7291990703148
104,2430,5561.879600219035
1817,2134,1071.9885704177586
1118,2412,5914.364715802028
1122,2556,1386.6577472412928
1139,1074,19504.26629482942
1167,438,13243.370949571083
1993,2245,5506.468737911744
1728,1887,94665.67919822781
753,2268,1884.1611270615774
322,285,3433.554311755731
553,1254,14664.989153900126
583,1566,9882.275480318727
2121,1979,12269.512282758456
134,438,937.4840725345475
336,2177,1762.407622316641
1264,466,1145.3557876836414
1718,139,34346.79139843842
1815,183,4244.09046745234
472,1637,1693.776907214533
1362,624,9593.103442018064
676,1496,599.1761404433278
513,770,11235.941129910101
1039,304,3037.334889390198
1893,1084,7352.112452343058
1366,2579,2683.162246290411
1726,768,1571.4087691272175
2482,1649,20321.683591205598
2569,1828,3724.467811609026
233,886,58834.72724690214
1461,246,1823.9449802157965
1874,1630,3175.256457256762
443,1519,988.0984968047738
323,2451,7816.870877533705
2334,222,2544.5882941203604
1729,0,12101.990236444139
978,2063,70431.57683241369
173,1451,29881.31753531106
1678,1124,6293.446011328528
1649,1934,28183.81927185468
1027,2141,4132.973723931207
173,1457,28583.943686325412
1889,180,1734.809176553817
1982,961,1149.7212028214096
513,1909,9095.380964170117
1549,560,2000.8576507463708
59,2527,2978.1282364676604
1342,152,1598.8129640685331
669,591,2795.302318727199
2516,1936,1791.5610635913279
2338,330,9735.111675926646
2397,1159,9031.794724870277
1035,1002,3098.2474909430716
286,2306,9033.366730949396
615,130,1566.7204618665796
1158,1347,7914.998164096761
50,1566,25787.60583888159
1607,2517,14737.191460356453
2457,2156,2108.374050873804
978,2077,18432.14997019405
1443,2099,31069.899989013797
1458,1725,4906.211211199744
2205,777,4844.281187305443
2261,1116,2087.1766648066496
1136,1152,15886.606908814441
365,1807,2121.1984260667105
1311,977,1018.0707283789845
2042,2446,884.925129436677
1690,446,17777.186532374657
2328,974,12704.987359953604
1903,150,4327.860475742088
364,1549,4918.201864715024
83,347,4793.355773640747
167,946,4482.852831535415
648,757,12809.175169317077
667,965,898.9165066336674
1238,1533,2140.612505381166
914,272,4065.1850767655587
1012,1594,1772.1218520518853
1250,1827,35401.9288904876
176,187,4983.469499418879
1724,2270,4474.526005909291
2105,2071,5149.6815493282575
384,2587,18951.56491408266
2204,86,3979.7918582698935
1693,1363,1740.4856910082929
2256,2101,2662.5217366995626
1232,2299,7670.0961213233695
204,358,5817.102077142851
1846,1785,3038.297584775081
283,346,7124.213079625081
1003,1074,17219.98247019838
799,273,2761.4806560994584
315,1803,23549.147530066737
2211,901,1177.2152616860142
328,1516,2403.9557743326254
95,1242,4994.075812003222
1715,1347,9269.611072090955
2044,1690,125933.87979456152
1020,1794,2616.9142697087627
1088,2207,7391.989334842278
1414,561,13027.30359509399
0,1155,1396.2139353658067
1791,490,2962.535372140676
534,1840,1559.5939386995065
1771,2329,4965.223105573432
2196,816,3700.0953884412743
810,6,5638.39228511969
2276,972,11806.329461930274
1480,2370,1182.4191265350062
1934,1335,14567.212877591212
999,1405,2706.90656767657
2487,2479,831.4385049845986
2158,240,2001.0300003647278
440,111,5136.751071881637
157,1894,839.6225416847776
2567,1371,1874.9162902914247
1630,1656,4733.476258594043
145,873,4034.5883049186436
1312,69,902.2200870272632
1814,769,1500.9196388007463
717,1728,120959.94590409321
904,938,2146.588989606838
1125,755,4474.222765439712
894,1217,14613.504560237394
464,1445,2292.031157874608
2150,156,2491.7991095288726
240,1938,1313.9341498057559
1957,2127,32935.76198543132
1825,1824,7574.609225652973
1048,2077,8048.922685007291
305,442,8978.307112460965
314,2029,4550.568127857272
1849,2165,2892.696030438317
893,1823,4783.422685333703
1951,1949,1215.7397176594177
1598,772,7462.165381257345
695,1755,40434.764000777395
2321,116,5244.133837634623
1882,2255,6369.901657447192
2530,1074,4730.835147516326
12,2320,1464.4143127534098
964,1683,5990.0386865789515
2167,1890,13473.651677849613
484,291,1462.467361304651
1226,752,14114.581566902989
1408,1731,4374.595000724113
1464,1409,1339.0499286581573
532,1338,2015.470994991063
711,762,1076.3523208282318
2159,1722,16086.575639989655
1279,1061,4339.2681764747895
1725,1963,6261.206968156225
2374,1511,2092.5159648165463
1506,1948,4850.221887902914
2429,90,6862.2556992966265
2521,759,1909.758225333481
1657,254,2863.9559586174587
1684,2119,902.1158145491794
30,2407,12530.55364541716
2058,1636,4763.000267576314
1025,905,9154.437360470218
1610,1046,2226.9444566153834
749,830,17413.409933329633
2030,669,3020.962201093742
1053,2348,1766.5415773694567
1431,310,14025.639762219836
700,2459,5171.384560593871
2006,432,5033.393111724196
1718,1120,10680.32866637937
1468,1681,8965.684356605685
817,2112,2242.763075205231
315,1748,4847.676268837825
299,311,755.6387943115585
1692,2445,19872.123073930463
1578,1373,771.8752023985179
1412,2275,6399.509348446727
431,122,10659.654137041607
2522,1608,8027.465964130638
1082,734,3952.3093370745446
539,919,10168.245964779382
615,1481,53187.5850069765
2585,1451,42119.41547029821
437,1775,4521.58840390112
307,809,1635.47821366759
337,2341,4129.150096820025
2447,2373,3904.1861003903064
817,2127,8186.951003357411
2402,1364,17617.19260187578
994,2399,1339.1190470586996
1074,2239,12976.83469594145
2431,1347,12984.39728599635
1743,1107,3853.3886642267607
1359,1356,1328.5562363890726
1803,355,9794.512012066165
1456,1358,16218.468898561003
2150,1199,9750.23373500184
2540,199,2113.8871755741584
2447,2381,2452.9469766531874
932,2064,5630.11314615669
1792,681,2773.1333402472064
2426,2359,1401.136760266612
2241,1490,4832.547755111758
712,992,4966.579906347909
703,987,4695.7722323707185
1794,274,8409.600485013709
741,1598,35576.337328531765
665,1362,10228.541555737327
2389,1809,5135.902841665941
1967,836,4193.914494038837
2305,1290,1769.0587909473645
987,1983,807.2639661829419
1872,56,4672.842694733456
2553,981,26100.916113913092
96,495,2325.3283623760963
2139,947,2554.6295450700104
2148,1588,1778.400041120727
30,1994,14518.406276160676
1810,615,38373.91639411782
1670,751,13412.437099191273
621,1060,10099.401539462358
68,917,3957.993599032085
1426,1803,3872.8481616564054
1713,1665,32253.146894561367
1646,525,4922.667674227305
1283,2420,2145.9951048509843
2143,651,3285.4723004378047
1509,1930,10641.23718398571
1003,770,24806.108436841816
2232,894,5304.003621937807
1349,864,11236.338667593205
1553,1230,13175.368000488705
2537,518,671.2174352055442
751,830,16129.824689170036
513,1837,3215.8906926893465
140,536,7420.140791777091
1127,263,2874.1348075663227
2553,978,120672.25678774288
2342,2100,5037.505063862606
1860,65,5296.820433828994
980,2439,5228.124084110356
1068,1363,1768.717692914515
8,669,8339.694627039642
2189,2513,1177.3459706174767
2476,2309,905.8779585216126
2117,821,5589.933457281465
2120,277,10073.381896209252
1943,75,10807.21117976571
1808,1199,11934.967057283198
2559,660,28611.175615530443
498,526,1526.390768494206
1180,205,5536.08755232662
654,941,17539.272659265174
1124,1614,12090.18520942279
699,2277,811.1270239429148
1865,1198,33443.3063679932
19,1855,1803.545897311556
976,2423,994.5312280599376
829,1133,25591.010145440363
393,1621,93003.50665671431
2201,1267,41637.01308508252
2493,2155,3346.581477929472
1635,176,14674.411084897036
1402,60,2826.7512289582664
1216,1463,7633.698257456905
357,351,734.512215297043
838,2009,5156.903621147612
165,1144,1721.1078724157503
173,345,1104.9258694226778
1068,1334,8342.748601009685
1685,513,9960.670441281385
1975,501,5494.841729375359
1943,2280,10024.057401085247
2387,1384,3597.6643462098286
1175,1101,3110.356516663337
513,1852,2027.6399662023673
1522,216,9864.654885528687
2003,1147,19139.99267990702
1833,125,4890.527923698059
1451,2180,42101.27041534153
1121,1891,6583.366840521437
223,694,4977.658091229792
978,1651,22155.970632072967
772,741,42298.66769624281
1320,2578,8922.78985505484
301,363,8130.930964199948
456,1177,4496.245437017467
1383,1892,3392.3719152888166
1268,1033,5682.125630231559
2005,226,7771.911317486371
2216,1540,1883.0397663057038
591,403,2330.4556120452366
1842,1731,7442.678521632457
2421,2099,13189.0975269787
1964,2187,1710.1119387314834
2201,1245,4105.109795353988
259,131,1890.3687462416453
749,1670,11081.626721148388
717,2214,11680.72775604493
2481,513,31342.503792387222
1119,45,2993.2556517859293
743,1190,731.4420117103176
692,650,686.3971529306951
2451,799,1591.5293340073056
1218,195,1614.170732217401
370,998,3829.27039116561
2391,947,7037.522954256165
2197,1386,12810.827324241016
2532,8,3617.05528751963
1601,957,1811.1215031076654
1737,1566,3028.764119532474
1803,2172,274184.1819203442
1508,1574,2837.4614271414157
1224,1551,24754.73823701059
1003,1886,9960.304962975328
1261,2397,5554.887849905276
1914,1745,5095.455504378613
2418,425,2364.868151200153
2074,1097,1630.6474807474428
2325,1042,2671.2716664517493
1427,1999,3116.451173277472
919,571,38963.818994770685
845,529,2111.764062604172
1667,1089,3929.3443707908964
546,373,3596.1743521546823
606,2265,2119.9987144192864
2413,164,1233.0624005543734
745,2141,1758.9805626777907
2181,327,25966.80233115192
298,906,2625.1652349479346
1136,1954,3667.4702787220485
94,2350,3197.0921495269736
2464,2065,3842.30945770662
1074,129,5972.784382159889
983,904,1380.4236871984383
1523,452,5811.369507348454
2142,1036,5409.351837255525
709,674,1419.7243136298553
1986,3,13849.66106402805
800,2333,2380.654510190534
1438,1223,8557.595726110545
293,2235,2421.4745657626872
2420,2589,763.9942361254635
415,1664,2450.3199317339295
513,2343,4093.506025186617
855,1338,3606.0135090741064
440,1718,20067.521695371597
1573,1808,2229.429634043384
215,777,1927.572958215585
2220,916,14932.102598695572
576,1678,90363.06810628915
1275,2351,1984.4141928061736
838,2058,11373.49615098833
342,797,33977.218044200075
2018,1468,4579.186660129816
253,2049,2312.0000828267225
726,1416,7114.414661247269
1734,1570,7292.304843027288
1637,608,3074.1449985895792
665,409,6139.373013011946
2518,2153,1358.8586293923518
1146,1783,3101.8288519953544
617,1903,2410.21238934088
853,2174,17337.685624425736
2523,2477,4717.625962878982
2075,293,4010.493080539499
149,2017,1679.4675241313669
2170,2284,2164.6574281746093
1361,84,5716.504673023127
526,2118,2778.334597406062
653,1921,5952.411868428626
1723,886,6012.476877282986
1780,1567,4815.282800143145
732,1023,8297.128481741982
860,1689,1103.6438263558377
853,2149,4170.247613124778
2222,1180,25872.30516259518
1222,665,5296.388536940112
321,2099,2837.527754141896
1882,1718,38366.017329437265
1116,788,2528.6062780307157
902,339,2975.6150503149815
1745,990,5913.793440132487
893,1025,14772.492239190797
1680,229,2226.5641239778142
1253,2049,9259.864013546037
1853,2144,2285.8114902123434
923,1178,1194.3790122125401
405,2337,16139.98953710152
1960,114,1397.1528646432669
814,1645,1608.0536116814842
1253,2064,12959.96931297998
1132,2495,3343.403827506633
717,2276,15212.088804737528
1925,1697,1855.6906665315248
1991,2562,1156.5520301723925
1666,1743,4684.609158229854
2505,2300,5970.446541790081
1760,2211,2179.747258121759
2234,1455,9437.656864083905
1324,238,23944.698829675955
2126,1477,28225.822529649387
1994,857,6169.470094266051
1669,1591,1475.1887118003106
772,1208,2019.1921887484
757,1147,19744.149888131695
1385,943,6492.973318210051
2126,1481,52297.16088418667
1803,308,27543.461902443567
665,421,16971.833715632612
2458,1173,2342.0439468311342
1479,2075,9107.262443216958
1730,531,19303.08429257789
1496,1599,3478.5063469294905
2167,314,15696.780336863998
1948,1267,58440.22294479225
1543,1572,4059.7881174536897
234,1253,4735.817759384788
2475,513,1284.278078161342
1469,1713,2332.154001453321
706,2243,2721.949128182386
2386,2272,3212.007897945418
450,444,1671.7612775868104
666,653,6211.262106687575
1139,1165,10091.220433522156
2237,397,14027.624147048777
2196,2354,18078.780189590787
1944,398,2754.874781734545
544,717,7237.575066011246
448,2455,1416.340900936788
494,2346,1185.5161119935863
975,2274,2658.3566076785373
1901,77,2647.893826373724
330,1859,22087.737129381523
1475,1474,615.0875959424719
628,375,5084.140446104529
2126,2029,11832.058981827027
2478,390,3260.48392549488
1786,1327,68242.88382166435
1386,249,8471.115589270692
2047,919,13602.1535811053
1178,167,1647.5181139202564
2296,1796,1829.0793347480162
1678,185,5240.476118707036
1868,424,2621.4076551358858
1742,499,2224.6202745667138
2356,432,8596.84423109659
1056,2193,12217.50534138966
238,1384,8872.612961701512
1126,1227,15227.915034534035
1120,527,1635.5173120511026
827,1321,2313.468366154947
524,470,3294.196039482679
956,787,2365.4030589711338
1362,1250,33773.56410431184
170,1657,4758.4530916515705
1778,856,4870.114469550233
2587,2465,3011.1522643159883
507,2505,29228.91005780586
1369,656,12274.77817369263
583,1484,12794.513737897869
1199,1602,41976.881256731685
2541,439,15004.375850265673
1659,1854,3560.944243816196
1140,2498,4297.018683868825
553,2428,6570.715596189462
1144,882,1303.5826327078798
1,16,10026.694093730044
21,216,3053.8756313632994
1902,1275,2251.382513645278
2017,1091,7637.355672766878
986,815,2186.831685939775
1241,1269,10606.487723255339
318,2210,52645.009758885615
1611,514,983.1295499479787
2395,343,922.1535129489039
2306,1665,44491.38860998508
1836,770,4461.994670107887
2462,217,1328.6278376576645
291,296,908.4288879941358
695,1691,15788.57914122445
1284,173,5167.0945733336075
1093,511,18765.407007181217
1770,722,1943.8100038500363
451,692,4899.175705566958
172,1081,1491.1018209957049
2299,1801,4560.91122469614
2162,106,13393.854255842976
2162,1443,47480.208055280695
1003,1836,20400.40757540847
979,2386,3460.068808772916
1512,2293,2951.0449679140033
258,1038,6312.782208053468
452,1876,8633.646391658995
1322,464,1340.4430470497275
2330,907,2730.6798282882514
513,870,44678.31734223288
740,500,2211.5213941912907
946,735,1506.2197997464812
507,2559,18394.480899669747
2106,1085,30963.904741874205
922,802,1152.8387498137445
1962,11,1119.6517621367402
2408,2462,320.107101200012
798,182,7388.801875177069
602,861,1092.019798546857
98,1217,4490.214921115864
1875,2255,7681.458415433445
77,2478,1527.4614069791858
2549,541,3269.6493986227483
162,1414,49896.17078829321
2581,2493,11828.487786943158
1315,206,1618.223049869925
890,1005,2154.0980297141086
2007,1468,4582.825250098476
2567,356,5880.324982528919
161,1214,1926.531981429255
1362,1208,51796.898839492365
1664,1975,4336.521417023583
91,2330,51645.65435911109
761,30,50971.80586404797
1539,1254,7136.008399828941
1621,772,147574.53033395688
886,0,3860.641171216216
2194,259,1826.7311969044526
775,2534,1280.4441262978619
2367,931,22153.44110417087
1979,717,29411.03094659283
2089,1230,18344.667501765813
1067,1128,5515.449701611384
1496,308,16480.5001180103
1267,1728,116422.42800671043
938,937,972.2162453917111
2355,203,1955.6271732119476
572,188,6634.3939605693395
2385,724,777.9116521248543
2466,1131,3841.2611483301366
451,650,5576.265327985889
2009,431,9403.19743202367
1588,2309,4956.72340214134
423,1786,27792.987812340096
1463,1152,1713.5034253722636
1443,2147,6016.479611592716
1269,1113,13701.863728014274
1827,772,51309.69471030498
1553,1149,14386.707752639722
2318,1153,4150.341544194787
495,2342,4016.5912083924986
947,92,2976.6337749512554
39,1497,9819.639943372818
457,1339,6572.175620353053
1607,576,6432.557373802856
2106,233,16360.411189554497
2315,107,1411.8177437929069
844,267,1488.2843440412512
1728,1182,27668.990654741658
153,2124,11599.872941417867
1318,943,9487.315255679088
2349,664,2459.7787595413756
953,952,1424.438403881734
2341,513,3887.573631520749
2446,2110,8217.617759331562
1712,323,7926.655963944502
335,2082,1787.3475478831454
2529,1542,3408.635851591225
1030,766,2876.649552644511
2498,1979,9226.244061786983
770,1721,14428.525267162355
1690,325,32836.09887753271
542,246,614.1665562361426
1700,558,20623.612227425343
622,2515,2633.9005554649016
2342,784,3281.6802371937147
2108,649,7720.038109988002
1333,1748,2968.651869229091
1024,2401,4208.402112471241
1347,1070,21977.125289258336
942,1345,9882.52798622763
2128,1805,1021.2329021634467
2422,1067,2837.1821309564634
570,1134,4720.800380766097
1125,825,9860.75704292115
2210,1875,57542.79903187414
1060,2201,13910.191616169697
1207,435,9142.816975144611
377,1140,18996.622214658037
1952,2531,11436.19275679798
2397,2395,1284.3653505080072
1926,1878,1370.7585537927046
1779,1399,4231.416023830581
397,1080,10121.278247097493
348,274,3889.7949282209547
2454,1665,14482.015539840047
2394,1315,1857.6222424669243
1770,1725,39894.73636782607
1364,355,3323.8317420100734
318,1753,7562.728349895924
1161,888,3909.1169401390557
1656,978,34079.79898628619
2017,2346,32324.08492449828
1595,1870,723.1768081788578
1429,308,4520.887863781031
1085,84,8091.768028157
808,2370,5462.406713277809
881,1604,1335.0234893726629
1076,526,2462.8689370437905
1887,1267,206135.60098309527
275,492,2364.242849621916
2587,216,22890.703060421754
565,1464,3765.6898898326267
2126,2098,11216.084339631761
1621,1056,4350.066100086988
163,2127,15083.837541955627
1826,2469,3582.991448612589
532,855,2060.9867160287367
1010,2206,7021.956369632089
1563,2370,1599.7777221077731
577,456,2890.7374825302754
540,689,1215.1128436162226
375,2199,7599.596287808716
607,1119,2316.1013896358827
274,2112,43099.338192287025
68,880,6413.293336094009
1930,280,34239.316139454626
2409,357,811.0202178569368
1157,1806,4894.870420419563
181,240,1653.8511475286355
1688,2219,4654.2357072663135
163,1688,9013.236965826854
804,2282,9438.034525032286
1494,1719,27795.538099582263
2063,1188,5181.993722999116
2311,2246,2363.633488368414
1200,1955,4585.9898039136015
661,2497,13527.481775668546
754,1076,753.5605959921278
625,519,10493.226138944587
2439,2006,5326.268306824931
2490,1149,5797.322935597034
1713,2227,5611.398743781239
274,2127,37481.47508985909
1140,1979,13510.441043713487
798,101,5219.92684534388
1443,191,1649.5060755845377
1567,1326,5670.494066852233
642,1766,1706.4175863670857
648,678,28877.88824651886
555,2238,9278.821606188953
2401,2201,11192.60525752964
734,104,2694.068811424508
656,478,35926.23085798549
1305,877,1064.6075796443122
2203,2379,5493.309605408903
762,475,1502.8377794535086
1821,209,17080.244040016933
2397,823,23568.234390836795
1583,308,2593.339790834825
1460,1278,4702.92699529065
1168,2334,6351.619835096717
325,1703,15949.030251923334
1710,1742,1982.430060173737
2534,1211,1820.331270525751
619,984,1096.1498191838048
1690,318,32671.8551099294
898,659,733.9074106018113
1653,1012,850.010020546417
434,2323,5409.049436434058
2348,2540,3239.204978391137
2014,1453,950.7445984409029
1308,1782,1006.8529979010711
801,2582,2187.085815813185
947,2172,34734.5562430911
181,208,956.5134769077109
109,1620,10268.470561464454
2441,400,2224.961411912555
262,59,4089.3360230271246
1251,2420,2182.779812686724
1058,2044,72418.35058358096
2063,349,30545.65653721632
2245,1780,1885.7429345716923
1555,881,1557.5785589381417
1334,200,1407.219751860614
377,914,10363.53871278822
1759,30,9095.230412697254
798,1550,27790.605345928452
659,1879,2022.8152047917454
1125,2376,7101.198957408028
1609,1050,1929.3487612508532
1052,1531,3744.634377720987
2090,2036,2088.091380605034
1267,978,156999.75814929535
783,1263,5789.044727859077
324,747,11809.46011854994
1827,1348,23577.796819975178
1695,555,7018.1168227513235
1920,902,1004.5565437977493
431,248,4463.0067617707755
961,669,4243.779953825916
990,2264,2713.530311422134
770,1685,2690.2653602506816
1192,1057,23544.504326954942
1025,801,3047.940038136015
441,1830,7047.762810930387
376,1807,12133.991150501648
656,384,17193.00259246717
178,1911,1732.3486151814802
1254,2523,5815.189106275305
1967,2095,4363.232221859345
1856,623,3614.2119593100592
38,1380,2768.752660801952
1605,2129,5431.5919041968145
2487,91,22834.951770250103
2544,1125,11287.894971162512
330,906,39831.345086880414
2576,306,2473.8071887465426
142,1863,8211.537940010008
968,2253,1235.3630724339514
1718,1234,8330.392938213117
611,1110,2385.1033520431984
2157,770,1858.6786221790796
1091,2283,3964.744119667108
2547,1643,6213.150920842249
106,980,6228.715613498138
256,1590,3395.27815421829
661,2460,3027.906305998233
329,2391,1382.5712100762496
648,2241,16440.643989366003
2405,2316,2677.8951767695617
1347,2434,13581.680068986816
250,1077,5346.628548382857
2236,2305,2072.170578280321
2197,883,1664.155154036166
1076,498,957.849554331402
164,2205,1353.4141590280326
522,1418,7971.765412887288
1756,2167,8940.8610854174
1145,1451,7113.115088752852
2127,2112,5981.8889013978
391,2344,5062.831400965381
1639,975,3188.3536960620304
830,829,769.8491625126734
202,929,921.5157042616336
992,1307,15085.613952033511
2568,35,509.7983969619015
1437,940,1144.929462898918
705,697,1408.9308289221465
1597,530,1663.805225995994
978,1728,45357.84251876422
2024,485,2925.7000259486294
1154,1357,2717.3393490872795
470,62,3316.0684214548633
383,2261,1468.6287284971233
2169,2047,4141.51015489103
1908,2214,7008.3665031937635
212,202,2001.4904254192181
531,2522,21552.877558419594
452,770,7331.214668177826
273,1499,3047.6753473235117
2426,2481,26884.991513501976
1776,472,2815.069402624363
838,1483,34394.103030546285
1688,274,14885.494641072468
2524,1138,1408.6757397310619
1479,1722,37814.981786607306
2471,536,11988.867089965239
922,2201,27610.26510659363
1832,2371,1571.9865277094018
195,386,3484.642874505427
1082,2411,3731.9839886199184
2306,103,21573.080833360666
1527,346,15402.016814013277
246,236,852.90249441441
1433,2126,4453.48470240812
2146,1961,3040.163135275169
1630,614,417.01549774593593
2553,1490,69675.25202238715
2035,2431,33858.31079122705
2221,2458,2567.1418435585765
1103,451,7495.741085575349
72,1685,1802.813854366922
982,2140,3856.0635749728385
1497,1868,14873.037790264147
2556,1415,4228.357286573488
843,1138,3646.3285399563
2481,2540,8407.320972912803
1181,377,15446.503647422847
1665,103,22943.265988286807
2283,1366,4149.057418146793
816,2540,7521.954042138598
668,1347,12795.569206775268
2019,2180,8305.263973297104
1524,1257,15395.768636762206
122,746,13121.61955505125
1372,807,3092.730973850842
2575,989,2822.1621456556495
2585,1310,2228.2393971558263
1645,1726,17264.996495873882
2558,502,12962.011125576972
2339,1721,7584.113699861539
1800,633,4603.250592609107
2505,1744,30940.281885316825
2293,1822,1763.5977834597218
1344,1088,5296.887081004276
2431,1267,256709.944939491
2141,2126,44222.869082626356
720,797,24599.007220187137
1285,2299,12502.624528252387
2459,2505,6874.903597689754
158,2400,2602.47987756379
2033,1609,3325.6996495830435
1274,1667,3946.0300615824417
29,2368,2723.9822904232988
1702,1558,816.6635630193568
1250,949,5787.55938106426
1082,2402,3820.4186063271745
249,2013,3833.188754194288
1834,224,7929.93116835311
1641,153,1908.7579952741048
1622,94,3181.1932914031795
1985,835,11831.01329176527
341,1031,3692.269530259603
539,2487,33904.51459125127
1537,567,9411.486513515632
2173,1506,3021.5820388161046
1085,432,38311.490179235974
1318,2185,3514.3944059714204
17,285,9345.712139250454
1401,408,2531.241232777695
509,1619,2505.457847032691
2279,1029,6518.541786053772
1502,660,11776.189781059787
589,271,3915.312057282063
948,1382,3133.823062501424
823,1159,15591.314975317304
2541,496,7379.386634108571
1966,732,6845.656774337673
2336,602,984.6299599452868
1790,1207,10721.967678940013
2363,2196,15190.873294728739
1606,2364,1086.2248418889126
2172,1338,12613.514163327629
166,1665,8983.123854990234
1335,1649,13792.150711592934
1468,326,11367.832921128107
2282,487,12978.01805395894
689,1065,824.7692307399997
1843,1104,3440.963249456909
1951,1145,7322.958282406187
576,1526,32424.40402350051
1948,432,19279.519255767038
840,1175,3284.4933559771916
1023,331,5994.375224011025
805,269,4668.609518127494
2210,680,37827.293126382734
193,1185,12649.620123373998
1307,2016,43512.91698486594
2219,163,4397.853870313145
479,2194,1656.6502921727413
752,4,8905.60561934014
489,1290,3323.494856237469
721,1886,8417.412409671815
1875,1882,1318.673115620203
1363,1334,6641.513516200321
113,418,10117.706716730712
1152,590,10587.237226109164
1621,741,127677.40600750479
919,454,18422.983891562286
576,1536,162299.66115194827
1347,1979,31841.3187385675
2440,2448,569.5041346941873
2479,1601,10228.871217139498
828,808,1924.2708542037924
1363,986,4596.585167083835
1387,1901,2962.208754218367
409,344,2256.3763157803915
2289,2304,1729.050912452243
2067,1811,3916.8146610602153
910,175,2812.1747491927435
1086,690,1362.983488935479
2324,1442,3283.778945446241
1396,2233,1967.0624058624894
938,983,3465.696570093911
2254,1106,1517.380511651928
1882,1865,1312.9507630337937
1204,2570,11454.892117932577
345,1284,4832.289076897019
2103,2422,5723.996345520142
1363,1322,1105.5771385879561
913,819,1479.0970801836895
2030,591,2312.2985663754234
217,2179,2242.5961789001194
2256,1814,3008.075385171169
24,122,1709.6633210568682
958,2202,963.207995278611
1656,182,5043.132245551794
1482,155,1995.9983181524383
2034,2273,9242.473939085789
1545,1861,18424.170259984272
2496,2040,2444.5517585610282
1042,878,1325.4915711246285
615,863,17863.636961226315
1516,887,1694.5885747487785
1334,1967,21618.656445307788
2251,1500,4549.170167789897
505,1866,2881.4421631940513
142,2345,21911.197414221242
365,376,13894.547647354366
9,22,1315.806793095308
1422,532,22953.971939210966
1086,689,1323.9597126220672
2071,1305,9171.503959324335
569,2061,2720.518977821104
2523,1022,4344.0947172994565
377,1979,32487.658129558666
1670,2286,12195.449160480066
2272,1246,3746.9073249040316
1515,607,2470.423772311147
2372,709,14890.504980210708
785,1140,4904.482595904616
1496,391,19963.822743466597
1361,1085,3781.186889653364
1123,337,1383.3733386140793
2174,1690,15261.573117225182
1224,1658,2468.331901409717
978,2201,115565.34742372339
2239,1003,4399.99408965198
168,1937,2219.5752691496878
1803,2081,7666.299249840999
770,2107,3021.798023180998
108,543,11718.30840943967
2372,1995,3498.972579310056
1351,1068,1031.9654951675022
986,1068,2829.2881021873427
757,57,923.5403895637369
2123,1504,14062.339978318609
1760,36,1511.8264227367426
2309,1334,7373.724771532706
2420,2418,787.5058966994906
2123,1509,10002.35546459413
237,1268,4839.041987546988
434,939,6917.328793669111
42,870,3592.7553705508617
1289,1968,2296.6114333033966
1001,1481,4379.904216680015
927,2500,8397.594858963987
652,392,3955.619573716399
2419,563,593.9524139049388
2417,1324,5781.179037305904
1011,1469,15437.284477471907
765,1184,5622.573658161376
513,2426,5393.1673275979265
2504,1435,1731.870139987895
861,1231,3412.528894370138
139,1602,99989.51749250625
573,1970,3827.2678838487177
2344,1481,25812.91741867251
