service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
104,0,0,0,0,1,0,0,20130816,20130920
105,0,1,1,1,0,0,0,20130813,20130919
106,0,1,1,1,1,0,0,20130813,20130920
107,1,0,0,0,0,0,0,20130812,20130916
108,1,1,1,1,0,0,0,20130812,20130919
109,1,1,1,1,1,0,0,20130812,20130920
110,1,1,1,1,1,1,0,20130812,20130921
111,0,0,0,0,0,0,1,20130818,20130929
112,0,0,0,0,0,1,0,20130817,20130928
113,0,0,0,0,1,0,0,20130816,20130927
114,0,1,1,1,1,0,0,20130813,20130927
115,1,1,1,1,0,0,0,20130812,20130926
116,1,1,1,1,1,0,0,20130812,20130927
117,1,1,1,1,1,1,0,20130812,20130928
118,0,0,0,0,0,0,1,20130818,20131006
119,0,0,0,0,0,1,0,20130817,20131005
120,0,0,0,0,1,0,0,20130816,20131004
121,0,0,0,1,1,0,0,20130815,20131004
122,0,1,0,1,0,0,0,20130813,20131003
123,0,1,1,1,1,0,0,20130813,20131004
124,1,0,0,0,0,0,0,20130812,20130930
125,1,1,0,0,0,0,0,20130812,20131001
126,1,1,0,0,1,0,0,20130812,20131004
127,1,1,1,1,0,0,0,20130812,20131003
128,1,1,1,1,0,1,0,20130812,20131005
129,1,1,1,1,1,0,0,20130812,20131004
130,1,1,1,1,1,1,0,20130812,20131005
131,0,0,0,0,0,0,1,20130818,20131013
132,0,0,0,0,0,1,0,20130817,20131012
133,0,0,0,0,1,0,0,20130816,20131011
134,0,0,1,1,1,0,0,20130814,20131011
135,0,1,1,1,1,0,0,20130813,20131011
136,1,1,0,0,1,1,0,20130812,20131012
137,1,1,1,1,0,0,0,20130812,20131010
138,1,1,1,1,1,0,0,20130812,20131011
139,1,1,1,1,1,1,0,20130812,20131012
140,0,0,0,0,0,0,1,20130818,20131020
141,0,0,0,0,0,1,0,20130817,20131019
142,0,0,0,0,1,0,0,20130816,20131018
143,0,0,0,1,0,0,0,20130815,20131017
144,0,1,1,1,1,0,0,20130813,20131018
145,1,0,0,0,0,0,0,20130812,20131014
146,1,1,1,1,0,0,0,20130812,20131017
147,1,1,1,1,1,0,0,20130812,20131018
148,1,1,1,1,1,1,0,20130812,20131019
149,0,0,0,0,0,0,1,20130818,20131027
150,0,0,0,0,0,1,0,20130817,20131026
151,0,0,0,0,1,1,0,20130816,20131026
152,0,1,0,1,0,0,0,20130813,20131024
153,0,1,1,1,1,0,0,20130813,20131025
154,1,1,1,1,0,0,0,20130812,20131024
155,1,1,1,1,1,0,0,20130812,20131025
156,1,1,1,1,1,1,0,20130812,20131026
157,0,0,0,0,0,0,1,20130818,20131103
158,0,0,0,0,0,1,0,20130817,20131102
159,0,0,1,1,1,0,0,20130814,20131101
160,1,1,1,1,1,0,0,20130812,20131101
161,1,1,1,1,0,0,0,20130812,20131107
162,1,1,1,1,1,0,0,20130812,20131108
163,0,0,0,0,0,0,1,20130818,20131201
166,1,1,1,1,0,0,0,20130812,20131128
167,1,1,1,1,1,0,0,20130812,20131129
168,0,0,0,0,0,1,0,20130817,20131207
169,0,0,0,0,1,0,0,20130816,20131206
170,0,0,0,0,1,1,0,20130816,20131207
171,0,0,0,1,0,0,0,20130815,20131205
172,0,0,0,1,1,0,0,20130815,20131206
173,0,0,1,1,0,0,0,20130814,20131205
174,0,0,1,1,1,0,0,20130814,20131206
175,0,1,1,1,0,0,0,20130813,20131205
176,0,1,1,1,1,0,0,20130813,20131206
177,0,1,1,1,1,1,0,20130813,20131207
178,1,0,0,0,0,0,0,20130812,20131202
179,1,1,0,0,0,0,0,20130812,20131203
180,1,1,0,0,1,0,0,20130812,20131206
181,1,1,0,0,1,1,0,20130812,20131207
182,1,1,1,0,0,0,0,20130812,20131204
183,1,1,1,1,0,0,0,20130812,20131205
184,1,1,1,1,0,1,0,20130812,20131207
185,1,1,1,1,1,0,0,20130812,20131206
186,1,1,1,1,1,1,0,20130812,20131207
187,0,0,0,0,0,0,1,20130825,20130825
188,0,0,0,0,0,1,0,20130824,20130824
189,0,0,0,0,1,0,0,20130823,20130823
190,0,0,0,1,0,0,0,20130822,20130822
191,0,0,0,1,1,0,0,20130822,20130823
192,0,0,1,0,0,0,0,20130821,20130821
193,0,0,1,0,1,0,0,20130821,20130823
194,0,0,1,1,0,0,0,20130821,20130822
195,0,0,1,1,1,0,0,20130821,20130823
196,0,1,0,0,0,0,0,20130820,20130820
197,0,1,0,0,1,0,0,20130820,20130823
198,0,1,0,1,0,0,0,20130820,20130822
199,0,1,0,1,1,0,0,20130820,20130823
200,0,1,1,0,0,0,0,20130820,20130821
201,0,1,1,0,1,0,0,20130820,20130823
202,0,1,1,1,0,0,0,20130820,20130822
203,0,1,1,1,1,0,0,20130820,20130823
204,0,1,1,1,1,1,0,20130820,20130824
205,1,0,0,0,0,0,0,20130819,20130819
206,1,0,0,0,1,0,0,20130819,20130823
207,1,0,0,1,0,0,0,20130819,20130822
208,1,0,0,1,1,0,0,20130819,20130823
209,1,0,1,0,0,0,0,20130819,20130821
210,1,0,1,0,1,0,0,20130819,20130823
211,1,0,1,1,0,0,0,20130819,20130822
212,1,0,1,1,1,0,0,20130819,20130823
213,1,0,1,1,1,1,0,20130819,20130824
214,1,1,0,0,0,0,0,20130819,20130820
215,1,1,0,0,0,1,0,20130819,20130824
216,1,1,0,0,1,0,0,20130819,20130823
217,1,1,0,1,0,0,0,20130819,20130822
218,1,1,0,1,1,0,0,20130819,20130823
219,1,1,1,0,0,0,0,20130819,20130821
220,1,1,1,0,1,0,0,20130819,20130823
221,1,1,1,1,0,0,0,20130819,20130822
222,1,1,1,1,1,0,0,20130819,20130823
223,0,0,0,0,0,0,1,20130825,20130901
224,0,0,0,0,0,1,0,20130824,20130831
225,0,0,0,0,1,0,0,20130823,20130830
226,0,0,0,1,0,0,0,20130822,20130829
227,0,0,0,1,1,0,0,20130822,20130830
228,0,1,1,1,0,0,0,20130820,20130829
229,0,1,1,1,1,0,0,20130820,20130830
230,1,0,0,0,0,0,0,20130819,20130826
231,1,1,1,1,0,0,0,20130819,20130829
232,1,1,1,1,1,0,0,20130819,20130830
233,0,0,0,0,0,0,1,20130825,20130908
234,0,0,0,0,0,1,0,20130824,20130907
235,0,0,0,0,1,0,0,20130823,20130906
236,0,0,1,0,0,0,0,20130821,20130904
237,0,1,1,0,1,0,0,20130820,20130906
238,0,1,1,1,1,0,0,20130820,20130906
239,1,0,0,0,0,0,0,20130819,20130902
240,1,0,0,1,1,0,0,20130819,20130906
241,1,1,1,1,1,0,0,20130819,20130906
242,0,0,0,0,0,0,1,20130825,20130915
243,0,0,0,0,0,1,0,20130824,20130914
244,1,0,0,0,0,0,0,20130819,20130909
245,1,0,0,1,1,0,0,20130819,20130913
246,0,0,0,0,0,0,1,20130825,20130922
247,0,0,0,0,0,1,0,20130824,20130921
248,0,0,0,0,1,0,0,20130823,20130920
249,0,1,1,1,1,0,0,20130820,20130920
250,1,1,1,1,1,0,0,20130819,20130920
251,0,0,0,0,0,0,1,20130825,20130929
252,0,0,0,0,0,1,0,20130824,20130928
253,0,0,0,0,0,0,1,20130825,20131006
254,0,0,0,0,0,1,0,20130824,20131005
255,0,0,0,0,1,0,0,20130823,20131004
256,0,1,1,1,1,0,0,20130820,20131004
257,1,1,1,1,1,0,0,20130819,20131004
258,0,0,0,0,0,0,1,20130825,20131013
259,0,0,0,0,0,1,0,20130824,20131012
260,0,0,0,0,0,0,1,20130825,20131020
261,0,0,0,0,0,1,0,20130824,20131019
262,0,0,0,0,0,0,1,20130825,20131027
263,0,0,0,0,0,1,0,20130824,20131026
264,1,1,1,1,1,1,0,20130819,20131026
265,0,0,0,0,0,0,1,20130825,20131103
266,0,0,0,0,0,1,0,20130824,20131102
267,0,0,0,0,0,1,0,20130824,20131123
268,0,0,0,0,0,0,1,20130825,20131201
269,0,0,0,0,0,1,0,20130824,20131207
270,0,0,0,0,1,0,0,20130823,20131206
271,0,0,1,1,0,0,0,20130821,20131205
272,0,1,1,1,1,0,0,20130820,20131206
273,1,1,1,1,1,0,0,20130819,20131206
274,1,1,1,1,1,1,0,20130819,20131207
275,0,0,0,0,0,0,1,20130901,20130901
276,0,0,0,0,0,1,0,20130831,20130831
277,0,0,0,0,1,0,0,20130830,20130830
278,0,0,0,1,0,0,0,20130829,20130829
279,0,0,0,1,1,0,0,20130829,20130830
280,0,0,1,0,0,0,0,20130828,20130828
281,0,0,1,0,1,0,0,20130828,20130830
282,0,0,1,1,0,0,0,20130828,20130829
283,0,0,1,1,1,0,0,20130828,20130830
284,0,0,1,1,1,1,0,20130828,20130831
285,0,1,0,0,0,0,0,20130827,20130827
286,0,1,0,0,0,1,0,20130827,20130831
287,0,1,0,0,1,0,0,20130827,20130830
288,0,1,0,1,0,0,0,20130827,20130829
289,0,1,0,1,1,0,0,20130827,20130830
290,0,1,1,0,0,0,0,20130827,20130828
291,0,1,1,0,1,0,0,20130827,20130830
292,0,1,1,1,0,0,0,20130827,20130829
293,0,1,1,1,1,0,0,20130827,20130830
294,0,1,1,1,1,1,0,20130827,20130831
295,1,0,0,0,0,0,0,20130826,20130826
296,1,0,0,0,1,0,0,20130826,20130830
297,1,0,0,1,0,0,0,20130826,20130829
298,1,0,0,1,1,0,0,20130826,20130830
299,1,0,1,0,1,0,0,20130826,20130830
300,1,0,1,1,1,0,0,20130826,20130830
301,1,1,0,0,0,0,0,20130826,20130827
302,1,1,0,1,1,0,0,20130826,20130830
303,1,1,1,0,0,0,0,20130826,20130828
304,1,1,1,0,1,0,0,20130826,20130830
305,1,1,1,0,1,1,0,20130826,20130831
306,1,1,1,1,0,0,0,20130826,20130829
307,1,1,1,1,1,0,0,20130826,20130830
308,1,1,1,1,1,1,0,20130826,20130831
309,0,0,0,0,0,0,1,20130901,20130908
310,0,0,0,0,0,1,0,20130831,20130907
311,0,0,0,0,1,0,0,20130830,20130906
312,0,0,0,1,1,0,0,20130829,20130906
313,0,0,1,0,0,0,0,20130828,20130904
314,0,0,1,1,1,0,0,20130828,20130906
315,0,1,1,1,1,0,0,20130827,20130906
316,0,1,1,1,1,1,0,20130827,20130907
317,1,0,0,0,0,0,0,20130826,20130902
318,1,1,0,1,1,0,0,20130826,20130906
319,1,1,1,1,0,0,0,20130826,20130905
320,1,1,1,1,1,0,0,20130826,20130906
321,1,1,1,1,1,1,0,20130826,20130907
322,0,0,0,0,0,0,1,20130901,20130915
323,0,0,0,0,0,1,0,20130831,20130914
324,0,0,0,0,1,0,0,20130830,20130913
325,1,0,0,0,0,0,0,20130826,20130909
326,1,1,1,1,0,0,0,20130826,20130912
327,1,1,1,1,1,0,0,20130826,20130913
328,1,1,1,1,1,1,0,20130826,20130914
329,0,0,0,0,0,0,1,20130901,20130922
330,0,0,0,0,0,1,0,20130831,20130921
331,1,1,1,1,0,0,0,20130826,20130919
332,1,1,1,1,1,0,0,20130826,20130920
333,0,0,0,0,0,0,1,20130901,20130929
334,0,0,0,0,0,1,0,20130831,20130928
335,0,0,0,1,1,0,0,20130829,20130927
336,0,1,1,1,1,0,0,20130827,20130927
337,1,1,1,1,1,0,0,20130826,20130927
338,0,0,0,0,0,0,1,20130901,20131006
339,0,0,0,0,0,1,0,20130831,20131005
340,0,0,0,0,1,0,0,20130830,20131004
341,0,1,1,1,1,0,0,20130827,20131004
342,1,0,0,0,0,0,0,20130826,20130930
343,1,1,0,0,0,0,0,20130826,20131001
344,1,1,0,0,1,0,0,20130826,20131004
345,1,1,1,1,0,0,0,20130826,20131003
346,1,1,1,1,1,0,0,20130826,20131004
347,0,0,0,0,0,0,1,20130901,20131013
348,0,0,0,0,0,1,0,20130831,20131012
349,1,1,1,1,1,1,0,20130826,20131012
350,0,0,0,0,0,0,1,20130901,20131020
351,0,0,0,0,0,1,0,20130831,20131019
352,0,0,0,0,1,0,0,20130830,20131018
353,1,1,1,1,1,0,0,20130826,20131018
354,0,0,0,0,0,0,1,20130901,20131027
355,0,0,0,0,0,1,0,20130831,20131026
356,1,1,1,1,1,1,0,20130826,20131026
357,0,0,0,0,0,0,1,20130901,20131103
358,0,0,0,0,0,1,0,20130831,20131102
359,1,1,1,1,1,0,0,20130826,20131101
360,1,1,1,1,1,0,0,20130826,20131108
361,0,0,0,0,0,0,1,20130901,20131201
362,1,1,1,1,1,0,0,20130826,20131129
363,0,0,0,0,0,1,0,20130831,20131207
364,0,0,0,0,1,0,0,20130830,20131206
365,0,0,0,1,0,0,0,20130829,20131205
366,0,0,1,1,0,0,0,20130828,20131205
367,0,0,1,1,1,0,0,20130828,20131206
368,0,1,1,1,1,0,0,20130827,20131206
369,1,0,0,0,0,0,0,20130826,20131202
371,1,1,0,0,0,0,0,20130826,20131203
372,1,1,1,0,0,0,0,20130826,20131204
373,1,1,1,1,0,0,0,20130826,20131205
374,1,1,1,1,1,0,0,20130826,20131206
375,1,1,1,1,1,1,0,20130826,20131207
376,0,0,0,0,0,0,1,20130908,20130908
377,0,0,0,0,0,1,0,20130907,20130907
378,0,0,0,0,1,0,0,20130906,20130906
379,0,0,0,0,1,1,0,20130906,20130907
380,0,0,0,1,0,0,0,20130905,20130905
381,0,0,0,1,1,0,0,20130905,20130906
382,0,0,1,0,0,0,0,20130904,20130904
383,0,0,1,0,1,0,0,20130904,20130906
384,0,0,1,1,0,0,0,20130904,20130905
385,0,0,1,1,1,0,0,20130904,20130906
386,0,1,0,0,0,0,0,20130903,20130903
387,0,1,0,0,1,0,0,20130903,20130906
388,0,1,0,1,1,0,0,20130903,20130906
389,0,1,1,0,0,0,0,20130903,20130904
390,0,1,1,1,0,0,0,20130903,20130905
391,0,1,1,1,1,0,0,20130903,20130906
392,0,1,1,1,1,1,0,20130903,20130907
393,1,0,0,0,0,0,0,20130902,20130902
394,1,0,0,0,1,0,0,20130902,20130906
395,1,0,0,1,0,0,0,20130902,20130905
396,1,0,1,0,0,0,0,20130902,20130904
397,1,0,1,0,1,0,0,20130902,20130906
398,1,0,1,1,0,0,0,20130902,20130905
399,1,0,1,1,1,0,0,20130902,20130906
400,1,1,0,0,0,0,0,20130902,20130903
401,1,1,0,0,1,0,0,20130902,20130906
402,1,1,0,1,1,0,0,20130902,20130906
403,1,1,1,0,0,0,0,20130902,20130904
404,1,1,1,0,1,0,0,20130902,20130906
405,1,1,1,1,0,0,0,20130902,20130905
406,1,1,1,1,0,1,0,20130902,20130907
407,1,1,1,1,1,0,0,20130902,20130906
408,0,0,0,0,0,0,1,20130908,20130915
409,0,0,0,0,0,1,0,20130907,20130914
410,0,0,0,0,1,0,0,20130906,20130913
411,0,1,1,1,0,0,0,20130903,20130912
412,0,1,1,1,1,0,0,20130903,20130913
413,1,0,0,0,0,0,0,20130902,20130909
414,1,0,0,0,1,0,0,20130902,20130913
415,1,0,0,1,1,0,0,20130902,20130913
416,1,0,1,1,0,0,0,20130902,20130912
417,1,1,0,1,1,0,0,20130902,20130913
418,1,1,1,1,0,0,0,20130902,20130912
419,1,1,1,1,1,0,0,20130902,20130913
420,0,0,0,0,0,0,1,20130908,20130922
421,0,0,0,0,0,1,0,20130907,20130921
422,0,0,0,0,1,0,0,20130906,20130920
423,0,1,1,0,0,0,0,20130903,20130918
424,0,1,1,1,1,0,0,20130903,20130920
425,0,1,1,1,1,1,0,20130903,20130921
426,1,0,0,0,0,0,0,20130902,20130916
427,1,1,1,0,0,0,0,20130902,20130918
428,1,1,1,1,0,0,0,20130902,20130919
429,1,1,1,1,1,0,0,20130902,20130920
430,1,1,1,1,1,1,0,20130902,20130921
431,0,0,0,0,0,0,1,20130908,20130929
432,0,0,0,0,0,1,0,20130907,20130928
433,0,0,0,0,1,1,0,20130906,20130928
434,0,0,0,1,1,1,0,20130905,20130928
435,0,1,1,1,1,0,0,20130903,20130927
436,0,1,1,1,1,1,0,20130903,20130928
437,1,0,0,0,0,0,0,20130902,20130923
438,1,1,1,1,0,0,0,20130902,20130926
439,1,1,1,1,1,0,0,20130902,20130927
440,0,0,0,0,0,0,1,20130908,20131006
441,0,0,0,0,0,1,0,20130907,20131005
442,0,0,0,0,1,0,0,20130906,20131004
443,0,0,0,1,1,0,0,20130905,20131004
444,0,1,1,1,1,0,0,20130903,20131004
445,1,0,0,0,0,0,0,20130902,20130930
446,1,0,1,0,1,0,0,20130902,20131004
447,1,1,1,0,0,0,0,20130902,20131002
448,1,1,1,1,0,0,0,20130902,20131003
449,1,1,1,1,1,0,0,20130902,20131004
451,0,0,0,0,0,0,1,20130908,20131013
452,0,0,0,0,0,1,0,20130907,20131012
453,0,1,1,1,1,0,0,20130903,20131011
454,1,0,0,0,0,0,0,20130902,20131007
455,1,1,1,1,1,0,0,20130902,20131011
456,1,1,1,1,1,1,0,20130902,20131012
457,0,0,0,0,0,0,1,20130908,20131020
458,0,0,0,0,0,1,0,20130907,20131019
459,0,0,0,0,1,0,0,20130906,20131018
460,0,1,1,1,1,0,0,20130903,20131018
461,1,0,0,0,0,0,0,20130902,20131014
462,1,1,1,0,0,0,0,20130902,20131016
463,1,1,1,1,0,0,0,20130902,20131017
464,1,1,1,1,1,0,0,20130902,20131018
465,0,0,0,0,0,0,1,20130908,20131027
466,0,0,0,0,0,1,0,20130907,20131026
467,0,0,0,0,1,0,0,20130906,20131025
468,0,1,1,1,1,0,0,20130903,20131025
469,1,1,1,1,0,0,0,20130902,20131024
470,1,1,1,1,1,0,0,20130902,20131025
471,0,0,0,0,0,0,1,20130908,20131103
472,0,0,0,0,0,1,0,20130907,20131102
473,0,0,0,0,1,0,0,20130906,20131101
474,1,1,1,1,1,0,0,20130902,20131101
475,1,1,1,1,0,0,0,20130902,20131107
476,1,1,1,1,1,0,0,20130902,20131108
477,0,0,0,0,0,0,1,20130908,20131201
478,1,1,1,1,1,0,0,20130902,20131129
479,0,0,0,0,0,1,0,20130907,20131207
480,0,0,0,0,1,0,0,20130906,20131206
481,0,0,1,1,0,0,0,20130904,20131205
482,0,1,1,1,0,0,0,20130903,20131205
483,0,1,1,1,1,0,0,20130903,20131206
484,0,1,1,1,1,1,0,20130903,20131207
485,1,0,0,0,0,0,0,20130902,20131202
486,1,0,0,0,1,0,0,20130902,20131206
488,1,1,1,1,0,0,0,20130902,20131205
489,1,1,1,1,1,0,0,20130902,20131206
490,1,1,1,1,1,1,0,20130902,20131207
491,0,0,0,0,0,0,1,20130915,20130915
492,0,0,0,0,0,1,0,20130914,20130914
493,0,0,0,0,1,0,0,20130913,20130913
494,0,0,0,1,0,0,0,20130912,20130912
495,0,0,0,1,1,0,0,20130912,20130913
496,0,0,1,0,0,0,0,20130911,20130911
497,0,0,1,0,1,0,0,20130911,20130913
498,0,0,1,1,0,0,0,20130911,20130912
499,0,0,1,1,1,0,0,20130911,20130913
500,0,1,0,0,0,0,0,20130910,20130910
501,0,1,0,0,1,0,0,20130910,20130913
502,0,1,0,1,0,0,0,20130910,20130912
503,0,1,1,0,0,0,0,20130910,20130911
504,0,1,1,0,1,0,0,20130910,20130913
505,0,1,1,1,0,0,0,20130910,20130912
506,0,1,1,1,1,0,0,20130910,20130913
507,0,1,1,1,1,1,0,20130910,20130914
508,1,0,0,0,0,0,0,20130909,20130909
509,1,0,0,0,1,0,0,20130909,20130913
510,1,0,1,0,1,0,0,20130909,20130913
511,1,0,1,1,0,0,0,20130909,20130912
512,1,0,1,1,1,0,0,20130909,20130913
513,1,1,0,0,0,0,0,20130909,20130910
514,1,1,0,1,0,0,0,20130909,20130912
515,1,1,0,1,1,0,0,20130909,20130913
516,1,1,1,0,0,0,0,20130909,20130911
517,1,1,1,0,1,0,0,20130909,20130913
518,1,1,1,1,0,0,0,20130909,20130912
519,1,1,1,1,1,0,0,20130909,20130913
521,0,0,0,0,0,0,1,20130915,20130922
522,0,0,0,0,0,1,0,20130914,20130921
523,0,0,0,0,1,0,0,20130913,20130920
524,0,0,0,1,1,0,0,20130912,20130920
525,0,0,1,1,1,0,0,20130911,20130920
526,0,1,1,1,1,0,0,20130910,20130920
527,1,0,0,0,0,0,0,20130909,20130916
528,1,1,1,0,0,0,0,20130909,20130918
529,1,1,1,1,0,0,0,20130909,20130919
530,1,1,1,1,1,0,0,20130909,20130920
531,1,1,1,1,1,1,0,20130909,20130921
532,0,0,0,0,0,0,1,20130915,20130929
533,0,0,0,0,0,1,0,20130914,20130928
534,0,0,0,0,1,0,0,20130913,20130927
535,0,0,0,1,1,0,0,20130912,20130927
536,0,1,1,1,0,0,0,20130910,20130926
537,0,1,1,1,1,0,0,20130910,20130927
538,0,1,1,1,1,1,0,20130910,20130928
539,1,0,0,0,0,0,0,20130909,20130923
540,1,1,1,1,0,0,0,20130909,20130926
541,1,1,1,1,1,0,0,20130909,20130927
542,0,0,0,0,0,0,1,20130915,20131006
543,0,0,0,0,0,1,0,20130914,20131005
544,0,0,0,0,1,0,0,20130913,20131004
545,0,0,1,1,1,0,0,20130911,20131004
546,0,1,1,1,1,0,0,20130910,20131004
547,1,0,0,0,0,0,0,20130909,20130930
548,1,1,1,1,0,0,0,20130909,20131003
549,1,1,1,1,1,0,0,20130909,20131004
550,1,1,1,1,1,1,0,20130909,20131005
551,0,0,0,0,0,0,1,20130915,20131013
552,0,0,0,0,0,1,0,20130914,20131012
553,0,0,0,0,1,0,0,20130913,20131011
554,0,1,1,1,1,0,0,20130910,20131011
555,1,1,1,1,0,0,0,20130909,20131010
556,1,1,1,1,1,0,0,20130909,20131011
557,0,0,0,0,0,0,1,20130915,20131020
558,0,0,0,0,0,1,0,20130914,20131019
559,0,0,0,0,1,0,0,20130913,20131018
560,0,1,1,1,1,0,0,20130910,20131018
561,1,0,0,0,0,0,0,20130909,20131014
562,1,1,1,1,0,0,0,20130909,20131017
563,1,1,1,1,1,0,0,20130909,20131018
564,0,0,0,0,0,0,1,20130915,20131027
565,0,0,0,0,0,1,0,20130914,20131026
566,1,1,1,1,1,0,0,20130909,20131025
567,1,1,1,1,1,1,0,20130909,20131026
568,0,0,0,0,0,0,1,20130915,20131103
569,0,0,0,0,0,1,0,20130914,20131102
570,0,0,0,0,1,0,0,20130913,20131101
571,1,1,1,1,1,0,0,20130909,20131101
572,1,1,1,1,1,0,0,20130909,20131108
573,1,1,1,1,1,0,0,20130909,20131122
574,0,0,0,0,0,0,1,20130915,20131201
576,0,0,0,0,0,1,0,20130914,20131207
577,0,0,0,0,1,0,0,20130913,20131206
578,0,0,0,1,0,0,0,20130912,20131205
579,0,0,0,1,1,0,0,20130912,20131206
580,0,1,1,1,1,0,0,20130910,20131206
581,1,0,0,0,0,0,0,20130909,20131202
583,1,1,1,0,0,0,0,20130909,20131204
584,1,1,1,1,0,0,0,20130909,20131205
585,1,1,1,1,1,0,0,20130909,20131206
586,1,1,1,1,1,1,0,20130909,20131207
587,0,0,0,0,0,0,1,20130922,20130922
588,0,0,0,0,0,1,0,20130921,20130921
589,0,0,0,0,1,0,0,20130920,20130920
590,0,0,0,0,1,1,0,20130920,20130921
591,0,0,0,1,0,0,0,20130919,20130919
592,0,0,0,1,1,0,0,20130919,20130920
593,0,0,1,0,0,0,0,20130918,20130918
